Time,In Bit Rate,Out Bit Rate
1.May 17:30,1030392.91,1021206.03
1.May 17:35,2334119.71,2322725.92
1.May 17:40,1685322.4,1676263.63
1.May 17:45,5954250.21,5944040.13
1.May 17:50,1182768.8,1172859.07
1.May 17:55,1121382.37,1111076.8
1.May 18:00,955694.05,946529.71
1.May 18:05,1044447.41,1034991.71
1.May 18:10,1317831.76,1308415.2
1.May 18:15,951211.52,941346.72
1.May 18:20,1620557.55,1610850.29
1.May 18:25,1421533.28,1412660.24
1.May 18:30,903154.93,894784.67
1.May 18:35,935976.24,926816.59
1.May 18:40,1257507.92,1248442.59
1.May 18:45,5977022.08,5967983.44
1.May 18:50,1061125.17,1051759.73
1.May 18:55,1354110.29,1344493.63
1.May 19:00,977766.88,968922.56
1.May 19:05,1050771.17,1040940.35
1.May 19:10,1081153.97,1070941.23
1.May 19:15,1103405.81,1092363.04
1.May 19:20,1173207.95,1162928.53
1.May 19:25,1060782.99,1051494.8
1.May 19:30,939462.67,930462.21
1.May 19:35,1265948,1256065.79
1.May 19:40,2534006.37,2526771.95
1.May 19:45,809537.84,800779.2
1.May 19:50,913334.8,904134.88
1.May 19:55,960541.71,953087.6
1.May 20:00,872776.45,864063.71
1.May 20:05,1253456.53,1244098.45
1.May 20:10,939059.04,930490.56
1.May 20:15,857047.09,848708.05
1.May 20:20,962430.21,953366.08
1.May 20:25,897292.45,888874.45
1.May 20:30,848863.6,839867.63
1.May 20:35,990091.92,979594.03
1.May 20:40,954726.91,945267.31
1.May 20:45,942249.12,931466.75
1.May 20:50,1060058.91,1049573.49
1.May 20:55,902513.04,893183.97
1.May 21:00,885954.8,877428.03
1.May 21:05,950210.48,941089.71
1.May 21:10,1007558.53,998597.12
1.May 21:15,896140.93,887146.53
1.May 21:20,1184293.79,1173644
1.May 21:25,869591.73,861106.03
1.May 21:30,851742.64,843573.57
1.May 21:35,999292.88,991090.91
1.May 21:40,908795.07,900365.55
1.May 21:45,901859.39,893068.96
1.May 21:50,942976.53,934009.28
1.May 21:55,903391.12,894355.81
1.May 22:00,853050.45,845230.27
1.May 22:05,1035758.43,1026368.08
1.May 22:10,911662.8,899952.96
1.May 22:15,889507.17,879592.96
1.May 22:20,1030335.39,1022215.15
1.May 22:25,792658.11,784340.69
1.May 22:30,812427.09,804580.16
1.May 22:35,876273.84,868580.03
1.May 22:40,795183.33,787891.55
1.May 22:45,834111.89,826604.16
1.May 22:50,982590.67,974529.23
1.May 22:55,929618.8,921072.32
1.May 23:00,782454.4,775474.88
1.May 23:05,923200.99,912486.96
1.May 23:10,1086832.56,1076216.37
1.May 23:15,911259.97,902169.92
1.May 23:20,956206.8,947284.75
1.May 23:25,905011.47,896000
1.May 23:30,953272.08,944172.19
1.May 23:35,970709.28,962294.75
1.May 23:40,1001714.03,994039.57
1.May 23:45,833519.15,824454.48
1.May 23:50,982309.76,971570.8
1.May 23:55,1082134.16,1073077.76
2.May 00:00,934750.93,925721.68
2.May 00:05,1091431.55,1080164.85
2.May 00:10,1021380.4,1012362.29
2.May 00:15,846473.2,835974.03
2.May 00:20,2275273.65,2266602.72
2.May 00:25,1361178.91,1352966.96
2.May 00:30,834284.32,825594.96
2.May 00:35,875302.69,867269.73
2.May 00:40,911812,904562.21
2.May 00:45,872847.92,862339.04
2.May 00:50,1032020.19,1023221.31
2.May 00:55,976821.09,968684.16
2.May 01:00,832449.01,824659.15
2.May 01:05,839330.88,831398.21
2.May 01:10,838143.87,829542.59
2.May 01:15,832401.71,823532.19
2.May 01:20,1181454.91,1172058.48
2.May 01:25,1001318.59,993611.71
2.May 01:30,853394.16,845496.43
2.May 01:35,1127632.75,1119088.93
2.May 01:40,853483.68,845876.45
2.May 01:45,835346.21,827214.8
2.May 01:50,999801.95,990788.08
2.May 01:55,819046.03,811139.07
2.May 02:00,799549.25,791998.16
2.May 02:05,1073707.97,1065639.79
2.May 02:10,1002643.71,994298.85
2.May 02:15,963242.27,954932.93
2.May 02:20,958273.71,946927.81
2.May 02:25,1028654.53,1019829.55
2.May 02:30,864072.4,855181.25
2.May 02:35,901822,894068.67
2.May 02:40,913554.48,905882.32
2.May 02:45,866825.73,858275.81
2.May 02:50,996303.52,988294.61
2.May 02:55,793192.08,785073.89
2.May 03:00,773452.27,765657.44
2.May 03:05,963717.79,954928.53
2.May 03:10,794389.6,787071.28
2.May 03:15,789489.95,781707.6
2.May 03:20,1289442.21,1280919.07
2.May 03:25,829185.04,821182.37
2.May 03:30,1162423.55,1154887.25
2.May 03:35,792496,785170.13
2.May 03:40,801163.39,793355.12
2.May 03:45,806588.32,798855.87
2.May 03:50,1185006.64,1176596.45
2.May 03:55,1181742.4,1173153.41
2.May 04:00,865973.89,857233.95
2.May 04:05,3362988.43,3349632.59
2.May 04:10,806734.75,798016.13
2.May 04:15,870975.39,862977.17
2.May 04:20,1032927.89,1390663.33
2.May 04:25,1068569.01,1063742.53
2.May 04:30,789966.72,781991.07
2.May 04:35,823081.28,815719.79
2.May 04:40,804908.67,797635.23
2.May 04:45,833850.88,825505.15
2.May 04:50,907082,898246.77
2.May 04:55,1109876.05,1099932.21
2.May 05:00,1255373.33,1245282.69
2.May 05:05,944590.21,934583.79
2.May 05:10,1525779.92,1517130.8
2.May 05:15,875004.43,866094.37
2.May 05:20,874858.91,865425.71
2.May 05:25,918112.19,908123.15
2.May 05:30,914002.13,904970.03
2.May 05:35,790977.04,783098.29
2.May 05:40,1352780.77,1346395.49
2.May 05:45,794740.67,786312.24
2.May 05:50,2405804.48,2397404.43
2.May 05:55,1710540.64,1702254.77
2.May 06:00,888103.25,879816.19
2.May 06:05,956697.12,947793.6
2.May 06:10,1855702.72,1845555.15
2.May 06:15,996575.15,987631.68
2.May 06:20,910213.57,901170.51
2.May 06:25,797215.71,788928.29
2.May 06:30,1110915.09,1100839.95
2.May 06:35,945033.49,936495.73
2.May 06:40,937541.49,929196.32
2.May 06:45,917822.45,908867.81
2.May 06:50,1009522.48,1000001.31
2.May 06:55,920910.77,912005.12
2.May 07:00,891100.53,882211.63
2.May 07:05,1284033.81,1275222.67
2.May 07:10,2028867.47,2020664.56
2.May 07:15,2029742.05,2021914.19
2.May 07:20,960018.4,951806.35
2.May 07:25,871136.77,862689.36
2.May 07:30,2084781.57,2072892.91
2.May 07:35,1850699.23,1836074.11
2.May 07:40,2034984.48,2025653.76
2.May 07:45,1134136.53,1124818.21
2.May 07:50,994856.91,985671.68
2.May 07:55,1954452.29,1944467.17
2.May 08:00,947987.07,939363.23
2.May 08:05,989262.16,979381.28
2.May 08:10,1061156.67,1051831.2
2.May 08:15,1056521.65,1045858.4
2.May 08:20,3385791.57,3374366.21
2.May 08:25,1046418.29,1035193.49
2.May 08:30,991495.55,979959.47
2.May 08:35,1250166.37,1238390.51
2.May 08:40,2161574.85,2150048.83
2.May 08:45,1468587.89,1455418.59
2.May 08:50,1205130.93,1194309.79
2.May 08:55,998141.73,987222.03
2.May 09:00,1110273.15,1099389.76
2.May 09:05,1150197.73,1136726.43
2.May 09:10,2254238.11,2242380.59
2.May 09:15,2467530.11,2455416.53
2.May 09:20,1332565.68,1319701.01
2.May 09:25,3013119.76,2999996.56
2.May 09:30,1393636.35,1381529.63
2.May 09:35,1223570.45,1211925.81
2.May 09:40,1033859.71,1023260.51
2.May 09:45,1068586.91,1058371.31
2.May 09:50,1159995.79,1147995.84
2.May 09:55,1306230.32,1293969.6
2.May 10:00,3201090,3188581.44
2.May 10:05,1374241.23,1361029.87
2.May 10:10,3024964.59,3011120.93
2.May 10:15,1549338.16,1534607.25
2.May 10:20,1439710.13,1424283.73
2.May 10:25,1270076.11,1256332.72
2.May 10:30,1267764.53,1255641.39
2.May 10:35,1626121.63,1611362.21
2.May 10:40,2202498.16,2187760.4
2.May 10:45,1275394.24,1263173.2
2.May 10:50,1306640.29,1293214.83
2.May 10:55,2077367.47,2066225.47
2.May 11:00,2523986.48,2511288.11
2.May 11:05,1656873.23,1641689.23
2.May 11:10,1244208.67,1232441.09
2.May 11:15,1082506.11,1071795.79
2.May 11:20,2148617.49,2134597.47
2.May 11:25,1237178.21,1224933.84
2.May 11:30,1237898.48,1225202.93
2.May 11:35,2510667.01,2498056.37
2.May 11:40,1251156.69,1238895.2
2.May 11:45,1372832.48,1361579.2
2.May 11:50,1627360.03,1613888.59
2.May 11:55,1509124.21,1495877.92
2.May 12:00,1317117.97,1304928.03
2.May 12:05,2143330.48,2130908
2.May 12:10,1668302.96,1655994.08
2.May 12:15,1494622.8,1482430.35
2.May 12:20,1352093.71,1338858.08
2.May 12:25,2253515.95,2239139.04
2.May 12:30,2510040.08,2496715.63
2.May 12:35,1437316.27,1426657.81
2.May 12:40,1596800.24,1584671.84
2.May 12:45,1154288.35,1143446.64
2.May 12:50,1296889.28,1286851.31
2.May 12:55,1232084.11,1219213.12
2.May 13:00,2978323.12,2966801.81
2.May 13:05,2053677.12,2042568.59
2.May 13:10,1281679.23,1270907.36
2.May 13:15,1633463.55,1623103.01
2.May 13:20,1144422.4,1132772.53
2.May 13:25,1123711.04,1111751.76
2.May 13:30,1323246.83,1310063.63
2.May 13:35,1313570.13,1300495.63
2.May 13:40,1323056.69,1310032.48
2.May 13:45,1613246.8,1599984.19
2.May 13:50,2113239.12,2100484.96
2.May 13:55,2117204.99,2105180.67
2.May 14:00,1038922.32,1028006.45
2.May 14:05,1854567.73,1842998.11
2.May 14:10,1055575.31,1045062.53
2.May 14:15,1311502.99,1300114.93
2.May 14:20,2306155.25,2293607.87
2.May 14:25,1216514.08,1204185.71
2.May 14:30,1095828.05,1084305.79
2.May 14:35,1422694.69,1411573.87
2.May 14:40,1206165.09,1195218.19
2.May 14:45,1136466.69,1125851.15
2.May 14:50,2532009.84,2520549.04
2.May 14:55,3239195.57,3228043.87
2.May 15:00,1165073.36,1154698.8
2.May 15:05,1557327.65,1542906.85
2.May 15:10,1247936.4,1233142.69
2.May 15:15,1140907.04,1128720.08
2.May 15:20,2127183.73,2114401.97
2.May 15:25,1249054.91,1237091.07
2.May 15:30,1130927.07,1117739.09
2.May 15:35,1994291.84,1980728.96
2.May 15:40,1045796.35,1034147.89
2.May 15:45,1048764.85,1037537.01
2.May 15:50,1128803.97,1116707.68
2.May 15:55,1068955.68,1057024.96
2.May 16:00,2834831.07,2824363.55
2.May 16:05,1419833.17,1405285.2
2.May 16:10,1172152.99,1155845.73
2.May 16:15,1117193.28,1104556.85
2.May 16:20,3451651.68,3440811.68
2.May 16:25,1070469.17,1424967.92
2.May 16:30,925640.8,919898.24
2.May 16:35,1460973.79,1448629.63
2.May 16:40,1058362.32,1046710.11
2.May 16:45,868115.47,859372.99
2.May 16:50,1293768.61,1284488.35
2.May 16:55,1023838.64,1015785.87
2.May 17:00,874232.75,860997.52
2.May 17:05,1011979.57,993790.59
2.May 17:10,970359.44,960422.08
2.May 17:15,899898.48,890550.4
2.May 17:20,972762.88,963104.45
2.May 17:25,948029.87,938898.69
2.May 17:30,956170.16,945802.99
2.May 17:35,1939882.99,1929732.08
2.May 17:40,3079163.44,3068378.43
2.May 17:45,11904851.65,11893149.2
2.May 17:50,10264811.04,10252590.27
2.May 17:55,5705776.99,5694986.93
2.May 18:00,1079117.31,1068724.85
2.May 18:05,4285209.89,4274162.32
2.May 18:10,11809411.12,11798130.24
2.May 18:15,4286894.21,4275808.64
2.May 18:20,1710108.43,1700628.53
2.May 18:25,1009258.53,999881.95
2.May 18:30,1006377.44,995354.05
2.May 18:35,2159534.37,2150009.2
2.May 18:40,990724.93,981321.52
2.May 18:45,972645.39,960444.05
2.May 18:50,953282.56,943217.87
2.May 18:55,1023082.13,1012802.59
2.May 19:00,930249.71,921619.07
2.May 19:05,1609762.67,1600954.75
2.May 19:10,2617807.97,2608904.61
2.May 19:15,866373.71,857712.85
2.May 19:20,1632276.69,1623044.93
2.May 19:25,950620.53,940646.93
2.May 19:30,977301.15,966065.28
2.May 19:35,1023544.51,1011364.88
2.May 19:40,971675.55,960766.08
2.May 19:45,999884.51,988892.59
2.May 19:50,992785.57,982899.15
2.May 19:55,984604.4,974682.56
2.May 20:00,1033731.39,1023492.32
2.May 20:05,1020459.25,1010663.2
2.May 20:10,932572.05,922718.32
2.May 20:15,921974.83,913129.6
2.May 20:20,1544311.23,1535601.92
2.May 20:25,1068214.13,1057832.03
2.May 20:30,991523.33,982736.35
2.May 20:35,1293914.37,1281392.32
2.May 20:40,986980.83,976356.32
2.May 20:45,831479.65,821865.07
2.May 20:50,1166293.04,1152142.83
2.May 20:55,855237.47,846181.87
2.May 21:00,852288.8,843608.56
2.May 21:05,979452.91,970026.16
2.May 21:10,932247.25,922014.61
2.May 21:15,907138.03,897615.65
2.May 21:20,1200747.2,1191527.47
2.May 21:25,954024.88,944933.47
2.May 21:30,2799112.29,2790160
2.May 21:35,1238047.2,1228625.2
2.May 21:40,990579.25,980805.01
2.May 21:45,921805.12,912839.65
2.May 21:50,2938445.65,2929261.89
2.May 21:55,1008129.41,998087.12
2.May 22:00,974652.69,964745.39
2.May 22:05,1425678.05,1413883.97
2.May 22:10,1030991.84,1019612.85
2.May 22:15,1009689.68,998911.65
2.May 22:20,1331338.99,1321323.31
2.May 22:25,972128.67,963057.76
2.May 22:30,1078826.75,1069436.91
2.May 22:35,2672783.65,2663993.01
2.May 22:40,888544.69,880372.53
2.May 22:45,887866.27,879581.84
2.May 22:50,961658.53,951478.03
2.May 22:55,890322.27,880957.17
2.May 23:00,902280.48,894064.77
2.May 23:05,1211366.85,1200345.63
2.May 23:10,879652.99,869966.08
2.May 23:15,2858240.32,2849336.13
2.May 23:20,1164302.48,1154660.56
2.May 23:25,965558.75,956070.91
2.May 23:30,890126.48,880878.85
2.May 23:35,883227.65,873564.32
2.May 23:40,851942.77,844250.93
2.May 23:45,837034.35,827237.84
2.May 23:50,1224429.17,1215026.21
2.May 23:55,926416.37,916856.85
3.May 00:00,885523.2,877284.83
3.May 00:05,1194598.32,1183071.09
3.May 00:10,2028327.89,2020283.95
3.May 00:15,1622105.68,1612305.63
3.May 00:20,938519.55,927459.95
3.May 00:25,915765.39,906497.07
3.May 00:30,867974.21,858416.48
3.May 00:35,1063784.27,1053391.71
3.May 00:40,924227.63,915217.09
3.May 00:45,921136.43,912077.09
3.May 00:50,1013717.25,1003125.65
3.May 00:55,838931.79,830666.37
3.May 01:00,828263.92,819597.23
3.May 01:05,1228129.28,1219108.67
3.May 01:10,920714.45,910225.15
3.May 01:15,922682.64,912207.89
3.May 01:20,1097122,1085597.68
3.May 01:25,1017816.96,1006371.65
3.May 01:30,989790.32,975535.76
3.May 01:35,889715.07,880490.35
3.May 01:40,929460.08,920501.39
3.May 01:45,934057.31,924390.69
3.May 01:50,1207184.19,1198213.55
3.May 01:55,845016.51,837393.47
3.May 02:00,870286.91,861539.81
3.May 02:05,1176638.29,1168279.71
3.May 02:10,869594.56,859878.67
3.May 02:15,1057520.32,1049375.25
3.May 02:20,922887.55,913967.36
3.May 02:25,920977.31,911923.41
3.May 02:30,889888.51,880807.6
3.May 02:35,810882.48,803375.81
3.May 02:40,832873.2,824525.04
3.May 02:45,870697.28,862965.63
3.May 02:50,1025827.25,1017462.93
3.May 02:55,850308.35,841688.32
3.May 03:00,800649.55,793197.68
3.May 03:05,1184663.31,1174618.83
3.May 03:10,795612.99,787545.95
3.May 03:15,861774.72,852837.92
3.May 03:20,1002370.08,993837.95
3.May 03:25,781945.33,774213.07
3.May 03:30,817972.16,810055.87
3.May 03:35,896360.05,888790.59
3.May 03:40,827275.52,819556.72
3.May 03:45,755148.4,746989.31
3.May 03:50,1181778.93,1173502.8
3.May 03:55,868084.43,859684.37
3.May 04:00,885321.41,877026.05
3.May 04:05,1296750.08,1287454.29
3.May 04:10,853947.49,845754.91
3.May 04:15,894330.61,885375.01
3.May 04:20,1325724.19,1316437.92
3.May 04:25,877983.39,1261906.48
3.May 04:30,868641.39,862911.6
3.May 04:35,864649.81,856616.56
3.May 04:40,879160.59,870397.79
3.May 04:45,874711.49,866642.75
3.May 04:50,1104517.39,1095460.93
3.May 04:55,853904.05,846254.77
3.May 05:00,861595.04,853736.05
3.May 05:05,1267986.75,1257784.61
3.May 05:10,1306859.73,1296411.65
3.May 05:15,875786.69,867116.19
3.May 05:20,1116966.61,1108804.19
3.May 05:25,879834.85,871625.17
3.May 05:30,839669.36,831728.37
3.May 05:35,1134234.08,1126675.52
3.May 05:40,3130146.93,3122852.13
3.May 05:45,2794355.47,2786487.39
3.May 05:50,1339074.99,1330635.79
3.May 05:55,888657.95,880816.24
3.May 06:00,2667536.51,2659927.73
3.May 06:05,1201057.81,1192557.89
3.May 06:10,855180.53,846148.96
3.May 06:15,934185.68,925183.97
3.May 06:20,903996.45,895444.45
3.May 06:25,1046962.69,1038408.37
3.May 06:30,1131294.8,1123469.36
3.May 06:35,1726784.11,1719214.56
3.May 06:40,2359571.57,2352314.77
3.May 06:45,837903.15,830443.23
3.May 06:50,906444.99,898437.55
3.May 06:55,990857.52,982303.47
3.May 07:00,897916.69,889836.05
3.May 07:05,2539652.11,2530671.6
3.May 07:10,1206358.16,1197522.4
3.May 07:15,954070.69,945062.03
3.May 07:20,3121443.87,3111624.43
3.May 07:25,1031703.23,1023701.63
3.May 07:30,978643.87,967957.6
3.May 07:35,2119901.57,2109593.84
3.May 07:40,1031850.67,1020890.32
3.May 07:45,924438.56,914862.77
3.May 07:50,2390716.72,2380340.93
3.May 07:55,1113264.11,1103684.93
3.May 08:00,1008546.72,997810.16
3.May 08:05,1154156.99,1144250.35
3.May 08:10,1438507.09,1425357.2
3.May 08:15,1203656.61,1191930.53
3.May 08:20,2692125.33,2680066.48
3.May 08:25,1147756.51,1135125.71
3.May 08:30,1149418.88,1138584.03
3.May 08:35,2021171.17,2008327.97
3.May 08:40,1025673.2,1015334.8
3.May 08:45,3047760.51,3036954.67
3.May 08:50,2243471.76,2231502.77
3.May 08:55,1113209.31,1102364.53
3.May 09:00,1160155.68,1150222.77
3.May 09:05,1517425.84,1507450.56
3.May 09:10,1188721.95,1176748.69
3.May 09:15,1453617.87,1442039.65
3.May 09:20,1681405.09,1667350.99
3.May 09:25,2856875.89,2844005.73
3.May 09:30,2147119.55,2136154.16
3.May 09:35,2321670.83,2310707.41
3.May 09:40,1227707.6,1217027.81
3.May 09:45,1099491.07,1089084.27
3.May 09:50,1614434.75,1603613.68
3.May 09:55,1139496.72,1128185.41
3.May 10:00,1037112.03,1025509.73
3.May 10:05,1420651.57,1409272.48
3.May 10:10,1246064.21,1235212.67
3.May 10:15,1248152.85,1236657.52
3.May 10:20,1870283.95,1857854.59
3.May 10:25,1154471.57,1142065.68
3.May 10:30,4030886.59,4018338.72
3.May 10:35,4818769.76,4804971.28
3.May 10:40,4478010.27,4465405.87
3.May 10:45,2438642.72,2425331.04
3.May 10:50,1486410.85,1473477.73
3.May 10:55,1047676.67,1038304.83
3.May 11:00,1142469.04,1131868.53
3.May 11:05,1665108.88,1653821.01
3.May 11:10,3235723.39,3224012
3.May 11:15,1238466.72,1225914.53
3.May 11:20,1328341.55,1314159.09
3.May 11:25,1244033.2,1231126.45
3.May 11:30,1459858.85,1446184.67
3.May 11:35,1459119.89,1444185.47
3.May 11:40,1694228.75,1680647.65
3.May 11:45,1454491.28,1441373.76
3.May 11:50,1950931.97,1938080.45
3.May 11:55,1180844.85,1169496
3.May 12:00,1432424.64,1421027.09
3.May 12:05,2708864.85,2695783.57
3.May 12:10,1166456.03,1153658.72
3.May 12:15,1136931.36,1125358.24
3.May 12:20,1206106.99,1194903.31
3.May 12:25,1416843.47,1406042.59
3.May 12:30,1140163.97,1128816.05
3.May 12:35,1692199.04,1680358.21
3.May 12:40,1446205.55,1434492.61
3.May 12:45,1154273.57,1142783.92
3.May 12:50,1916998.43,1904002.13
3.May 12:55,1413286.96,1400794.45
3.May 13:00,1189327.47,1177602.21
3.May 13:05,2043744.35,2031468
3.May 13:10,1133941.12,1122847.95
3.May 13:15,1184476.83,1173337.97
3.May 13:20,3799443.01,3788412.21
3.May 13:25,1243659.65,1231553.25
3.May 13:30,1258465.87,1245757.17
3.May 13:35,1677694.93,1665067.31
3.May 13:40,1408543.07,1396481.2
3.May 13:45,1679500.19,1668569.97
3.May 13:50,2637526.32,2625692.96
3.May 13:55,1174734.77,1163586.72
3.May 14:00,1280681.63,1267358.11
3.May 14:05,2207640.43,2194602.67
3.May 14:10,1252394.53,1239829.52
3.May 14:15,1183044.99,1170698.88
3.May 14:20,1995641.73,1984113.12
3.May 14:25,1108981.79,1097260.05
3.May 14:30,1138333.57,1126211.33
3.May 14:35,2065163.68,2054689.23
3.May 14:40,1163418.56,1151534.61
3.May 14:45,1102167.44,1090656.45
3.May 14:50,1419385.39,1408058.19
3.May 14:55,1195915.57,1184351.71
3.May 15:00,1345153.71,1333178.37
3.May 15:05,1357403.52,1342482.32
3.May 15:10,1202985.41,1187596.16
3.May 15:15,1052933.92,1040367.44
3.May 15:20,1873076.24,1861297.39
3.May 15:25,1188309.28,1176448.96
3.May 15:30,1260959.44,1249602.61
3.May 15:35,1872364.19,1860202.13
3.May 15:40,1084983.97,1073461.92
3.May 15:45,1063974.48,1053299.68
3.May 15:50,1813320.11,1801525.57
3.May 15:55,997756.51,987402.51
3.May 16:00,1015596.91,1005173.25
3.May 16:05,1157092.16,1142403.92
3.May 16:10,1090651.33,1074670.69
3.May 16:15,1272744.88,1262334.88
3.May 16:20,4774554.51,4764474.67
3.May 16:25,2506490.83,2495971.6
3.May 16:30,3893205.04,3883117.84
3.May 16:35,1641591.97,1997151.39
3.May 16:40,1001166.35,989965.44
3.May 16:45,988185.01,978697.52
3.May 16:50,1523317.25,1514170.21
3.May 16:55,941919.97,933099.33
3.May 17:00,843019.73,830851.63
3.May 17:05,1302639.63,1285250.13
3.May 17:10,899039.31,889634.69
3.May 17:15,891918.72,882838.11
3.May 17:20,1739106.37,1729448.05
3.May 17:25,2804662.77,2794662.93
3.May 17:30,814622.37,804872.64
3.May 17:35,1187661.47,1177819.87
3.May 17:40,836211.25,827337.73
3.May 17:45,841687.57,832599.89
3.May 17:50,1454560.35,1445126.29
3.May 17:55,919781.41,909880.4
3.May 18:00,811926.13,803093.52
3.May 18:05,930748,920536
3.May 18:10,1011724.45,1001182.96
3.May 18:15,973919.36,963255.23
3.May 18:20,922371.52,913508.56
3.May 18:25,924429.33,914581.76
3.May 18:30,4130599.44,4122127.71
3.May 18:35,1917833.73,1909348.77
3.May 18:40,922690.77,914249.31
3.May 18:45,904577.15,895814.19
3.May 18:50,1641101.17,1629547.36
3.May 18:55,2768350.51,2757898.16
3.May 19:00,983662.72,972897.15
3.May 19:05,1989297.44,1978878.48
3.May 19:10,919073.6,908547.33
3.May 19:15,849142.67,840056.21
3.May 19:20,1330204.64,1320587.52
3.May 19:25,981651.57,971249.55
3.May 19:30,973170.11,962372
3.May 19:35,1383874.16,1373786.59
3.May 19:40,979833.81,968468.88
3.May 19:45,1050583.28,1040782.56
3.May 19:50,1678342.11,1668557.81
3.May 19:55,4120619.84,4111608.61
3.May 20:00,862083.55,854252.45
3.May 20:05,1071188.75,1061565.92
3.May 20:10,997257.25,986582.83
3.May 20:15,879541.41,871389.01
3.May 20:20,935855.31,926096.61
3.May 20:25,898473.49,889216.05
3.May 20:30,790070.21,782188.75
3.May 20:35,805521.71,797189.17
3.May 20:40,933390.05,924972.69
3.May 20:45,1150718.56,1140852.45
3.May 20:50,1127218,1118202.08
3.May 20:55,882114.43,873759.55
3.May 21:00,886702.32,877702.48
3.May 21:05,1259035.49,1249818.4
3.May 21:10,902346.13,893144.56
3.May 21:15,827232.43,819936.83
3.May 21:20,1163981.49,1155184
3.May 21:25,863370.69,854925.87
3.May 21:30,872951.25,863968.88
3.May 21:35,915811.41,907478.8
3.May 21:40,2659301.23,2651768.77
3.May 21:45,864802.13,856403.04
3.May 21:50,1004843.84,996237.57
3.May 21:55,871607.12,863308.51
3.May 22:00,790523.04,782923.07
3.May 22:05,971022.56,962060.16
3.May 22:10,832455.52,824784.37
3.May 22:15,831469.92,822908.72
3.May 22:20,841656.53,832423.17
3.May 22:25,869788.85,860136.96
3.May 22:30,830941.12,822180.21
3.May 22:35,3356479.25,3345155.55
3.May 22:40,799274.53,791509.01
3.May 22:45,822454.56,814176.69
3.May 22:50,983658.75,975637.84
3.May 22:55,879697.25,871044.29
3.May 23:00,867945.97,859351.41
3.May 23:05,1301373.6,1289294.05
3.May 23:10,874753.81,865273.65
3.May 23:15,879137.31,869975.87
3.May 23:20,988200.08,979232.59
3.May 23:25,773749.84,765732.35
3.May 23:30,813382.77,804630.96
3.May 23:35,1162887.81,1151700.8
3.May 23:40,864441.12,855284.85
3.May 23:45,770534.96,762525.47
3.May 23:50,1191949.44,1183327.57
3.May 23:55,798614.24,789932.45
4.May 00:00,2903138.67,2895577.92
4.May 00:05,862189.36,852513.97
4.May 00:10,744098.03,736571.33
4.May 00:15,780550.37,772092.75
4.May 00:20,799511.55,791370.11
4.May 00:25,780921.89,773381.76
4.May 00:30,719384.37,712077.55
4.May 00:35,903300.08,895696.56
4.May 00:40,796659.81,788366
4.May 00:45,790208.13,782551.09
4.May 00:50,2810673.01,2802714.75
4.May 00:55,750799.71,743306.48
4.May 01:00,741862.05,735073.95
4.May 01:05,792363.09,784434.03
4.May 01:10,807287.2,799909.41
4.May 01:15,776155.2,768671.95
4.May 01:20,1130088.08,1121544.69
4.May 01:25,844225.09,836194.91
4.May 01:30,826223.49,818218.29
4.May 01:35,939547.6,930879.36
4.May 01:40,774195.04,767168.27
4.May 01:45,731087.28,723179.25
4.May 01:50,752287.07,744987.97
4.May 01:55,784620.05,777255.57
4.May 02:00,3068499.84,3057655.89
4.May 02:05,1350796.53,1337156.16
4.May 02:10,822335.41,813645.63
4.May 02:15,853697.89,845588.08
4.May 02:20,885602.67,877170.45
4.May 02:25,844605.31,834644.03
4.May 02:30,802337.71,794319.15
4.May 02:35,738498.03,731167.31
4.May 02:40,865194.45,857158.48
4.May 02:45,814941.76,807123.23
4.May 02:50,839064.08,831497.15
4.May 02:55,811729.47,803744.59
4.May 03:00,869833.57,861732.51
4.May 03:05,892314.91,884057.15
4.May 03:10,771022.93,763902.72
4.May 03:15,800014.11,792110.75
4.May 03:20,1162083.25,1153967.6
4.May 03:25,781609.57,771751.23
4.May 03:30,833092.61,822903.68
4.May 03:35,909608.64,901038
4.May 03:40,823689.6,814421.44
4.May 03:45,812430.53,804856.4
4.May 03:50,1091806.11,1082813.01
4.May 03:55,806600.56,798912.85
4.May 04:00,835414.85,828020.93
4.May 04:05,1005668,997284.29
4.May 04:10,786453.07,779303.47
4.May 04:15,799654.61,791905.57
4.May 04:20,751819.79,744665.6
4.May 04:25,864289.6,1252326.85
4.May 04:30,788119.89,784092
4.May 04:35,1012127.01,1004320.77
4.May 04:40,783317.63,776078.61
4.May 04:45,859837.12,851509.63
4.May 04:50,1045137.39,1035984.83
4.May 04:55,906619.28,897796.91
4.May 05:00,791530.24,784443.12
4.May 05:05,1155780.93,1147745.97
4.May 05:10,797144.19,788189.84
4.May 05:15,816810.21,808514.43
4.May 05:20,902351.55,894140.61
4.May 05:25,864164.83,856368.51
4.May 05:30,856186.27,848239.39
4.May 05:35,1461496.16,1453737.15
4.May 05:40,844965.92,838030.96
4.May 05:45,818378.48,810935.71
4.May 05:50,1019291.84,1011441.39
4.May 05:55,2946858,2939784.4
4.May 06:00,806999.84,798139.52
4.May 06:05,893841.01,886211.07
4.May 06:10,891621.2,883360.64
4.May 06:15,888565.63,880012.85
4.May 06:20,870722.91,862798.24
4.May 06:25,984938.05,976692.08
4.May 06:30,829911.71,821706.29
4.May 06:35,2374218.32,2365453.2
4.May 06:40,1785177.25,1777713.2
4.May 06:45,861369.01,853924.61
