Time,In Bit Rate,Out Bit Rate
6.May 20:40,738965.17,731253.84
6.May 20:45,700930.21,692712.48
6.May 20:50,823569.55,814098.72
6.May 20:55,787236.19,779045.68
6.May 21:00,763070.53,753870.48
6.May 21:05,860728.19,851546.29
6.May 21:10,862152.61,852662.05
6.May 21:15,899229.87,890480.27
6.May 21:20,921081.89,909758.24
6.May 21:25,824685.01,815621.49
6.May 21:30,783923.15,773569.44
6.May 21:35,791740.11,785016.96
6.May 21:40,750636.21,740745.17
6.May 21:45,626868.96,618768.61
6.May 21:50,890573.84,882703.84
6.May 21:55,738712.21,731409.36
6.May 22:00,694869.15,687690.85
6.May 22:05,795490.85,787790.64
6.May 22:10,726651.89,718220.88
6.May 22:15,2539725.92,2531700.11
6.May 22:20,802260.13,793755.57
6.May 22:25,2493083.2,2485411.47
6.May 22:30,818253.36,810567.95
6.May 22:35,860047.87,852246.45
6.May 22:40,749590.72,741767.31
6.May 22:45,717378.16,709133.15
6.May 22:50,835680.59,826294.24
6.May 22:55,892070.72,882845.55
6.May 23:00,717462.93,709335.15
6.May 23:05,842712,832680.69
6.May 23:10,820025.49,811228.59
6.May 23:15,662519.33,655293.71
6.May 23:20,737462.37,728914.69
6.May 23:25,699036.75,690573.49
6.May 23:30,688045.84,681093.73
6.May 23:35,821325.84,812462.91
6.May 23:40,766349.6,757763.04
6.May 23:45,667763.89,659243.44
6.May 23:50,759500.56,750604.85
6.May 23:55,777387.97,769178.08
7.May 00:00,710589.52,703021.49
7.May 00:05,998533.79,989454.05
7.May 00:10,882085.41,874405.31
7.May 00:15,688383.97,680952.11
7.May 00:20,712220.77,704855.28
7.May 00:25,745409.15,737559.95
7.May 00:30,754553.12,747189.79
7.May 00:35,694531.52,687470.48
7.May 00:40,723355.87,715935.07
7.May 00:45,744196.75,733854.16
7.May 00:50,756860.77,748797.25
7.May 00:55,714371.09,705744.48
7.May 01:00,659872.48,652805.28
7.May 01:05,671558.16,663693.73
7.May 01:10,653303.39,645663.47
7.May 01:15,684013.23,675668.61
7.May 01:20,700872.53,692891.17
7.May 01:25,653531.73,645748.48
7.May 01:30,682951.57,674697.2
7.May 01:35,664157.23,655987.68
7.May 01:40,634576.16,627449.36
7.May 01:45,619437.52,613594.53
7.May 01:50,793414.96,785527.39
7.May 01:55,694351.79,685806.16
7.May 02:00,657657.95,650689.15
7.May 02:05,812585.28,803306.21
7.May 02:10,1540955.49,1532090.32
7.May 02:15,3766726.35,3760010.64
7.May 02:20,868659.23,859158.21
7.May 02:25,698095.63,690085.28
7.May 02:30,783903.31,776664.77
7.May 02:35,2308460.29,2301347.07
7.May 02:40,680622.8,673383.79
7.May 02:45,616183.92,609111.52
7.May 02:50,646378.96,638243.33
7.May 02:55,620897.01,613824.64
7.May 03:00,10044092.37,10036732.61
7.May 03:05,765696.45,757653.63
7.May 03:10,676971.12,669793.07
7.May 03:15,1640414.4,1633882.96
7.May 03:20,1491790.61,1481068.16
7.May 03:25,2627142.51,2618403.65
7.May 03:30,564965.65,557684.4
7.May 03:35,583390.93,575994.53
7.May 03:40,730883.97,723579.44
7.May 03:45,571501.92,564185.49
7.May 03:50,611167.12,604173.63
7.May 03:55,663191.01,654131.68
7.May 04:00,609555.55,602773.84
7.May 04:05,942366.29,934438.45
7.May 04:10,594583.68,587511.44
7.May 04:15,718447.01,711391.89
7.May 04:20,776740.61,769445.01
7.May 04:25,647976.08,640197.49
7.May 04:30,592135.57,585017.15
7.May 04:35,600928.67,594075.04
7.May 04:40,653616.35,646288.48
7.May 04:45,665549.15,658057.33
7.May 04:50,2698404.8,2690013.52
7.May 04:55,641509.81,633865.41
7.May 05:00,656670.99,648940.93
7.May 05:05,852756.4,842910.4
7.May 05:10,1127743.2,1119404.96
7.May 05:15,634245.81,626599.33
7.May 05:20,700233.84,692285.09
7.May 05:25,749999.55,742681.17
7.May 05:30,749415.25,740879.09
7.May 05:35,2713970.91,2706312.11
7.May 05:40,701841.07,694669.55
7.May 05:45,3716959.55,3709441.89
7.May 05:50,1515892.88,1508435.89
7.May 05:55,818975.09,811798.32
7.May 06:00,623336.21,616286.83
7.May 06:05,1005674.83,997923.97
7.May 06:10,836079.04,827572.77
7.May 06:15,720395.87,712132.59
7.May 06:20,1048762.96,1412790.27
7.May 06:25,624190.88,620321.25
7.May 06:30,659076.61,651533.2
7.May 06:35,699391.23,691715.6
7.May 06:40,713298.03,705716.24
7.May 06:45,654323.01,647119.89
7.May 06:50,718198.77,710944.4
7.May 06:55,2612266.77,2605465.28
7.May 07:00,662443.15,655596.43
7.May 07:05,894507.79,886872.59
7.May 07:10,725269.73,718090.51
7.May 07:15,619020.27,611922.93
7.May 07:20,828662.77,820788.4
7.May 07:25,726082.4,718738.75
7.May 07:30,647503.52,640686.27
7.May 07:35,738837.36,731606.99
7.May 07:40,790465.79,783408.51
7.May 07:45,689363.25,681396.21
7.May 07:50,686929.33,678324.72
7.May 07:55,681692.21,673761.65
7.May 08:00,662953.04,656392.61
7.May 08:05,866756.48,858891.76
7.May 08:10,2628603.28,2620523.52
7.May 08:15,677263.55,669677.12
7.May 08:20,714200.88,706552.03
7.May 08:25,687525.97,680243.87
7.May 08:30,685208.37,677695.04
7.May 08:35,758987.15,751012.08
7.May 08:40,706537.31,699003.89
7.May 08:45,731517.23,723719.01
7.May 08:50,782702.35,774746.27
7.May 08:55,757362.85,748883.33
7.May 09:00,683511.2,675113.23
7.May 09:05,873358.27,864159.39
7.May 09:10,811938.29,804104.61
7.May 09:15,758921.95,750968.21
7.May 09:20,916783.55,909350.91
7.May 09:25,728519.52,720932.59
7.May 09:30,710065.17,701443.55
7.May 09:35,762612.35,753994.69
7.May 09:40,797255.81,788873.2
7.May 09:45,721848,713985.57
7.May 09:50,859066.32,850457.31
7.May 09:55,815119.95,806284.08
7.May 10:00,813369.15,804727.41
7.May 10:05,1125536.4,1114546.05
7.May 10:10,972811.39,962568.72
7.May 10:15,877986.05,868632.67
7.May 10:20,948464.37,938705.55
7.May 10:25,638924.37,630337.41
7.May 10:30,753644.05,744235.95
7.May 10:35,943106.96,934991.39
7.May 10:40,2043772.37,2035683.76
7.May 10:45,1298976.08,1291049.44
7.May 10:50,709593.09,701768.88
7.May 10:55,734598.93,727209.44
7.May 11:00,681834,674420.13
7.May 11:05,1009591.28,1001278.37
7.May 11:10,798512.19,789859.41
7.May 11:15,729881.01,721776.61
7.May 11:20,951557.44,942091.84
7.May 11:25,750016.96,741697.12
7.May 11:30,2581900.13,2573348.13
7.May 11:35,745437.09,736011.89
7.May 11:40,737035.28,728429.68
7.May 11:45,661541.04,653441.73
7.May 11:50,756767.47,748770.61
7.May 11:55,821633.95,814135.31
7.May 12:00,628812.61,622045.44
7.May 12:05,824177.97,814613.71
7.May 12:10,756129.71,747546.43
7.May 12:15,677920.27,670241.87
7.May 12:20,715683.68,708358.67
7.May 12:25,688450,681147.55
7.May 12:30,679082.8,671664.51
7.May 12:35,788792.29,779609.47
7.May 12:40,781352.13,773120.32
7.May 12:45,739381.84,730959.84
7.May 12:50,789258.72,780672.43
7.May 12:55,729409.15,721327.95
7.May 13:00,733218.85,724970.51
7.May 13:05,1133353.55,1123877.2
7.May 13:10,2760982.05,2751280.19
7.May 13:15,831125.65,821775.12
7.May 13:20,898951.65,889631.84
7.May 13:25,783387.01,775000.43
7.May 13:30,801060.16,791609.84
7.May 13:35,800171.63,790540.32
7.May 13:40,2710422.4,2702318.93
7.May 13:45,782748.08,772932.75
7.May 13:50,812397.23,803904.43
7.May 13:55,2600738.99,2592730.03
7.May 14:00,742918.27,734161.52
7.May 14:05,1135628.11,1126379.79
7.May 14:10,1103298.24,1093594.83
7.May 14:15,798233.6,788980.24
7.May 14:20,1034837.79,1024355.25
7.May 14:25,843405.57,833702.77
7.May 14:30,751145.95,742772.67
7.May 14:35,766051.79,758133.79
7.May 14:40,883147.07,872826.37
7.May 14:45,827491.33,817601.2
7.May 14:50,844575.47,834808.51
7.May 14:55,807990.93,798588.69
7.May 15:00,816896.24,806750.03
7.May 15:05,1052703.55,1039781.09
7.May 15:10,859275.07,845358.85
7.May 15:15,843823.68,833146.45
7.May 15:20,961428.77,951407.52
7.May 15:25,856185.28,845303.65
7.May 15:30,857743.09,847882.13
7.May 15:35,765953.87,756361.71
7.May 15:40,785737.84,775085.52
7.May 15:45,2583410.93,2573923.68
7.May 15:50,833920.03,824357.28
7.May 15:55,771068.29,761876.93
7.May 16:00,719775.36,712108.77
7.May 16:05,1035301.84,1022164.85
7.May 16:10,905138.48,890534.51
7.May 16:15,811247.25,801475.23
7.May 16:20,798427.55,789879.97
7.May 16:25,731118.37,722942.75
7.May 16:30,854952.72,845352.75
7.May 16:35,867206.88,856500.77
7.May 16:40,858939.92,848383.36
7.May 16:45,869300.4,860213.12
7.May 16:50,807300.91,797485.57
7.May 16:55,833374.77,823772.75
7.May 17:00,763337.84,752491.73
7.May 17:05,958052.8,938117.76
7.May 17:10,2764953.79,2754772.72
7.May 17:15,812399.33,803837.41
7.May 17:20,983610,974590.85
7.May 17:25,860418.21,850792.64
7.May 17:30,787153.6,778481.09
7.May 17:35,834547.76,824792.11
7.May 17:40,793862.21,785143.76
7.May 17:45,694387.6,686087.04
7.May 17:50,1055640.45,1046907.41
7.May 17:55,933034.16,924386.59
7.May 18:00,835409.47,826943.84
7.May 18:05,977381.25,967747.28
7.May 18:10,1051119.04,1041345.73
7.May 18:15,760236.69,751680.32
7.May 18:20,904829.39,896561.6
7.May 18:25,1141765.39,1133747.63
7.May 18:30,874699.76,865695.33
7.May 18:35,846750.21,842894.83
7.May 18:40,1297228.05,1692505.81
7.May 18:45,1091055.52,1082083.17
7.May 18:50,2509424.35,2499487.89
7.May 18:55,796604.56,787477.55
7.May 19:00,808047.47,799132.45
7.May 19:05,1103374.51,1093085.79
7.May 19:10,1101528.91,1092232.96
7.May 19:15,2645643.65,2637634.29
7.May 19:20,776794.4,768554.16
7.May 19:25,905345.12,895742.11
7.May 19:30,714090.21,705128
7.May 19:35,683288.69,675356.45
7.May 19:40,746711.92,737229.6
7.May 19:45,844351.81,834315.15
7.May 19:50,763304.64,753140.85
7.May 19:55,738149.44,728873.52
7.May 20:00,722523.31,713645.6
7.May 20:05,925325.81,915469.73
7.May 20:10,856673.41,847480.51
7.May 20:15,820689.09,811216
7.May 20:20,783765.84,775181.25
7.May 20:25,754314.03,744887.47
7.May 20:30,725984,718356.19
7.May 20:35,809552.03,800464
7.May 20:40,4976473.47,4967218.35
7.May 20:45,830334.96,820795.33
7.May 20:50,1026217.65,1016577.28
7.May 20:55,793826.53,784981.76
7.May 21:00,849328.99,839781.2
7.May 21:05,811920.13,803169.68
7.May 21:10,784715.07,776473.41
7.May 21:15,776090.19,768071.39
7.May 21:20,869245.39,860006.21
7.May 21:25,2672586.96,2663574.61
7.May 21:30,812872.05,803937.17
7.May 21:35,827494.4,818031.55
7.May 21:40,824783.01,815959.84
7.May 21:45,691469.01,683498.05
7.May 21:50,2648885.33,2638864.45
7.May 21:55,791568.53,782659.87
7.May 22:00,768423.41,759828.99
7.May 22:05,969879.89,959614.53
7.May 22:10,876858.05,866282.85
7.May 22:15,856835.36,847370.91
7.May 22:20,850666.43,841210.72
7.May 22:25,796295.73,788069.63
7.May 22:30,723862.35,715660.4
7.May 22:35,908160.59,900501.31
7.May 22:40,753491.28,742510.29
7.May 22:45,710853.41,702417.33
7.May 22:50,950013.31,941223.92
7.May 22:55,724959.65,716114.85
7.May 23:00,647750.16,638201.79
7.May 23:05,926035.25,915282.64
7.May 23:10,797289.36,786576.61
7.May 23:15,656443.36,648753.57
7.May 23:20,836068.61,827288.88
7.May 23:25,767827.87,759004.8
7.May 23:30,709311.23,701379.87
7.May 23:35,829819.17,821270
7.May 23:40,716341.04,707816.08
7.May 23:45,699597.15,691764.35
7.May 23:50,740951.6,731830.72
7.May 23:55,804008.61,795156.13
8.May 00:00,752046.27,743710.32
8.May 00:05,986802.88,976197.76
8.May 00:10,811162.43,801994.91
8.May 00:15,736858.53,728892.08
8.May 00:20,678567.87,671597.12
8.May 00:25,2616154.88,2608226.75
8.May 00:30,789411.76,780846.27
8.May 00:35,854289.36,845630.37
8.May 00:40,861896.69,852978.8
8.May 00:45,726789.84,719149.36
8.May 00:50,771102.67,761984.91
8.May 00:55,807438.32,798052.03
8.May 01:00,833721.49,824639.49
8.May 01:05,886731.76,876870
8.May 01:10,656667.79,647606.37
8.May 01:15,2575670.56,2567118
8.May 01:20,851916.32,843475.52
8.May 01:25,804618.8,795034.56
8.May 01:30,718098.96,710338.67
8.May 01:35,672102.45,665084.67
8.May 01:40,2548627.28,2541766.77
8.May 01:45,673219.47,665007.84
8.May 01:50,712050.03,704241.81
8.May 01:55,658211.6,651206.99
8.May 02:00,656712.29,649984.21
8.May 02:05,691048.19,683260.21
8.May 02:10,667794.75,659703.09
8.May 02:15,814494.11,806600.99
8.May 02:20,5604445.71,5595589.12
8.May 02:25,819009.49,810079.44
8.May 02:30,645051.79,637577.15
8.May 02:35,712898.75,704989.76
8.May 02:40,739425.49,731844.96
8.May 02:45,2557435.55,2550361.28
8.May 02:50,795105.87,786119.17
8.May 02:55,681862.19,673771.09
8.May 03:00,729877.2,722438.83
8.May 03:05,896943.65,889052.21
8.May 03:10,763515.04,755184.99
8.May 03:15,754882.96,746377.12
8.May 03:20,828669.89,820046.05
8.May 03:25,708868.35,699804.93
8.May 03:30,670789.17,662115.28
8.May 03:35,661553.2,655410.24
8.May 03:40,690435.12,683926.4
8.May 03:45,2177481.57,2169967.07
8.May 03:50,4683399.6,4674332.77
8.May 03:55,658618.24,651484.13
8.May 04:00,596998.48,590121.92
8.May 04:05,729810.93,721438.51
8.May 04:10,721049.36,713346.53
8.May 04:15,2285280.8,2277135.17
8.May 04:20,3082575.09,3075630.08
8.May 04:25,661286.03,654379.68
8.May 04:30,594265.84,587647.57
8.May 04:35,879320.51,872250.8
8.May 04:40,717825.01,711129.28
8.May 04:45,1579709.73,1571674.75
8.May 04:50,1719984.61,1712771.25
8.May 04:55,805918.88,798465.12
8.May 05:00,739133.89,730989.63
8.May 05:05,862197.47,852983.23
8.May 05:10,733100,723858
8.May 05:15,668357.65,660077.95
8.May 05:20,904441.65,895194.29
8.May 05:25,811261.63,802393.89
8.May 05:30,695418.27,687232.48
8.May 05:35,824197.01,816238.13
8.May 05:40,718713.6,711721.31
8.May 05:45,668950,660622.48
8.May 05:50,853221.87,843359.39
8.May 05:55,1042491.09,1034733.68
8.May 06:00,806757.76,798389.44
8.May 06:05,951705.95,942124
8.May 06:10,779774.37,771636.08
8.May 06:15,788736.93,779564.93
8.May 06:20,750334.37,742194.75
8.May 06:25,746955.07,738399.68
8.May 06:30,740699.63,1133883.89
8.May 06:35,774626.8,770314.53
8.May 06:40,1616860.37,1608916.51
8.May 06:45,810873.25,802406.29
8.May 06:50,1054824.67,1044607.15
8.May 06:55,2316458.29,2307796.75
8.May 07:00,883913.12,875145.79
8.May 07:05,890892.37,881588.64
8.May 07:10,868055.31,858963.47
8.May 07:15,817782.83,809134.37
8.May 07:20,787319.92,779379.12
8.May 07:25,922964.48,912693.33
8.May 07:30,928200.75,918230.83
8.May 07:35,1029364.37,1020680
8.May 07:40,3077348.29,3069322.03
8.May 07:45,868935.73,859350.03
8.May 07:50,941381.71,931510.32
8.May 07:55,1164561.57,1156498.93
8.May 08:00,993188.99,983797.92
8.May 08:05,1044812.67,1033730.16
8.May 08:10,2426172.4,2416052.69
8.May 08:15,1087085.09,1076331.28
8.May 08:20,1288961.89,1276840.19
8.May 08:25,1786481.55,1776408.08
8.May 08:30,1009153.15,997130.51
8.May 08:35,1079031.49,1068910.03
8.May 08:40,945737.71,936266.8
8.May 08:45,949615.28,939063.52
8.May 08:50,1284791.76,1273348.72
8.May 08:55,1229251.04,1215283.63
8.May 09:00,1186637.28,1173000.37
8.May 09:05,1193380.48,1180138.43
8.May 09:10,1105213.23,1093722.24
8.May 09:15,1173700.56,1161765.84
8.May 09:20,1376533.63,1364003.6
8.May 09:25,1112785.47,1099927.15
8.May 09:30,2480529.36,2468553.39
8.May 09:35,2081077.15,2068454.61
8.May 09:40,1768533.07,1755830.35
8.May 09:45,1111355.33,1098764.16
8.May 09:50,1246351.07,1233723.92
8.May 09:55,1624559.09,1613022.59
8.May 10:00,1215170.72,1203476.56
8.May 10:05,1432018.35,1419258.03
8.May 10:10,1878876.85,1866824.75
8.May 10:15,1060185.57,1048339.97
8.May 10:20,1026346.75,1015164.61
8.May 10:25,1076482.11,1064062.48
8.May 10:30,3218113.09,3205929.55
8.May 10:35,1272456.19,1260027.12
8.May 10:40,1084008.93,1072687.41
8.May 10:45,1120071.04,1108674.43
8.May 10:50,1084676.27,1073154.05
8.May 10:55,1598398.03,1586748.91
8.May 11:00,1009154.56,998000.91
8.May 11:05,1442571.97,1427589.79
8.May 11:10,1679484.61,1666654.11
8.May 11:15,1078875.84,1068213.33
8.May 11:20,5730438.05,5718744.8
8.May 11:25,8662404.29,8650794.24
8.May 11:30,1158596.37,1146918.67
8.May 11:35,966398.43,954899.87
8.May 11:40,4299647.57,4283468.32
8.May 11:45,10818560.61,10789602.43
8.May 11:50,4042642.32,4024085.31
8.May 11:55,1605969.47,1593813.52
8.May 12:00,1052327.65,1040872.72
8.May 12:05,1321817.63,1306872.35
8.May 12:10,1565413.65,1553738.56
8.May 12:15,951678.32,941585.44
8.May 12:20,2837356.72,2823080.37
8.May 12:25,2682190.96,2664038.45
8.May 12:30,1013140.03,996567.79
8.May 12:35,1005128.67,994072.32
8.May 12:40,1795042.8,1782629.04
8.May 12:45,1038442.24,1025488.45
8.May 12:50,1118367.63,1105831.47
8.May 12:55,1445841.81,1434102.08
8.May 13:00,990636.72,979882.72
8.May 13:05,1045854.35,1034181.71
8.May 13:10,1001742.11,991528.08
8.May 13:15,962570.8,951348.11
8.May 13:20,1026167.63,1015164.19
8.May 13:25,1981091.15,1969756.69
8.May 13:30,1369659.07,1357730.11
8.May 13:35,1212806.35,1199255.39
8.May 13:40,1133215.33,1120537.04
8.May 13:45,1073913.57,1061680.08
8.May 13:50,1326192.91,1311865.47
8.May 13:55,2274875.89,2257758.19
8.May 14:00,1001431.81,989914.64
8.May 14:05,1182128.19,1169580.61
8.May 14:10,1061659.55,1049768
8.May 14:15,971533.23,960166.16
8.May 14:20,1083690.96,1072999.79
8.May 14:25,1046553.84,1035549.49
8.May 14:30,1574333.01,1562197.84
8.May 14:35,1107113.68,1095126.21
8.May 14:40,1715831.39,1703064.67
8.May 14:45,1197182.24,1183609.71
8.May 14:50,1508961.76,1495771.12
8.May 14:55,1596288.61,1584760.51
8.May 15:00,4499203.81,4486012.51
8.May 15:05,15504475.39,15477093.65
8.May 15:10,6073960.96,6052236.48
8.May 15:15,4023037.79,4010989.2
8.May 15:20,1219965.6,1208443.92
8.May 15:25,1220049.39,1207453.49
8.May 15:30,1023525.97,1012017.36
8.May 15:35,1355589.25,1324899.15
8.May 15:40,1337929.31,1324172.29
8.May 15:45,1365000.85,1352261.68
8.May 15:50,4007521.76,3997132.61
8.May 15:55,1941069.44,1929557.55
8.May 16:00,1079368.08,1067215.25
8.May 16:05,1215582.91,1199938.21
8.May 16:10,1469006.77,1451781.79
8.May 16:15,993299.6,981222.91
8.May 16:20,970960.72,960577.47
8.May 16:25,1312043.31,1302259.89
8.May 16:30,875155.15,865857.01
8.May 16:35,993101.89,981157.07
8.May 16:40,968961.92,956715.89
8.May 16:45,920581.09,909235.63
8.May 16:50,960777.65,949037.92
8.May 16:55,1154588.61,1143237.63
8.May 17:00,844694.37,831128.16
8.May 17:05,998330.69,975668.64
8.May 17:10,937030.69,925772.16
8.May 17:15,1376662.11,1367482.05
8.May 17:20,986541.79,975410.72
8.May 17:25,1118016.88,1106536.51
8.May 17:30,890797.09,879977.28
8.May 17:35,960306.27,948212.21
8.May 17:40,937129.6,926921.41
8.May 17:45,882168.72,871910.99
8.May 17:50,886380,875444.13
8.May 17:55,843299.84,832906.72
8.May 18:00,858169.76,847946
8.May 18:05,980119.71,970287.97
8.May 18:10,864786,855065.57
8.May 18:15,871100.43,862033.28
8.May 18:20,1051746.83,1042373.89
8.May 18:25,796796.45,787809.63
8.May 18:30,746855.36,738279.73
8.May 18:35,803598.24,1198947.68
8.May 18:40,751590,747697.79
8.May 18:45,806642.21,798236.32
8.May 18:50,788962.16,780706.13
8.May 18:55,1318118.43,1309148.93
8.May 19:00,857733.31,847930.05
8.May 19:05,877646.35,868273.15
8.May 19:10,970663.09,962125.01
8.May 19:15,733710.85,725182.24
8.May 19:20,2594274.35,2585430.48
8.May 19:25,758079.47,749601.57
8.May 19:30,772422.72,761098.27
8.May 19:35,862381.07,853326.4
8.May 19:40,942636.45,933014.56
8.May 19:45,717253.92,709666.29
8.May 19:50,821925.57,815035.6
8.May 19:55,702099.47,694366.75
8.May 20:00,735829.47,728167.6
8.May 20:05,861862.21,853844.8
8.May 20:10,764600.16,756048.83
8.May 20:15,720894.88,713388.32
8.May 20:20,753427.39,746076.69
8.May 20:25,741745.23,733919.6
8.May 20:30,774400.11,766745.36
8.May 20:35,794734.96,786468.4
8.May 20:40,898531.41,889597.47
8.May 20:45,712723.12,704013.01
8.May 20:50,747258.21,739109.71
8.May 20:55,689059.23,681154.21
8.May 21:00,726117.09,717801.28
8.May 21:05,818650.59,810958.96
8.May 21:10,893611.15,885033.12
8.May 21:15,771836.35,762945.92
8.May 21:20,2002911.57,1993679.49
8.May 21:25,1573475.71,1565205.47
8.May 21:30,773799.39,762948.21
8.May 21:35,860136.29,850486.85
8.May 21:40,780129.49,772073.79
8.May 21:45,757794.21,749027.28
8.May 21:50,829124.61,820218.77
8.May 21:55,897604.11,887515.33
8.May 22:00,792740.96,782118.51
8.May 22:05,889800.43,879841.57
8.May 22:10,865336.11,856857.31
8.May 22:15,746333.28,739213.09
8.May 22:20,782584.59,774012.35
8.May 22:25,843514.85,835838.37
8.May 22:30,780946.67,771310.43
8.May 22:35,789822.83,780989.73
8.May 22:40,866031.12,858515.04
8.May 22:45,773258.48,761900.8
8.May 22:50,762797.79,755019.36
8.May 22:55,708514.88,700798.8
8.May 23:00,755274.24,746700.37
8.May 23:05,944893.63,931278.8
8.May 23:10,906854.24,897239.33
8.May 23:15,830621.2,821516.61
8.May 23:20,839246.35,829848.77
8.May 23:25,1000570.69,989278.88
8.May 23:30,776622.64,767462.93
8.May 23:35,824968.75,814656.19
8.May 23:40,750341.17,741993.04
8.May 23:45,686397.44,678194.61
8.May 23:50,717855.71,708674.91
8.May 23:55,770202.19,761257.71
9.May 00:00,787560.93,778547.44
9.May 00:05,890691.84,880064.99
9.May 00:10,843036.27,834893.89
9.May 00:15,736668.51,726413.07
9.May 00:20,789662.16,779759.71
9.May 00:25,893490.19,884150.99
9.May 00:30,2903535.39,2894009.28
9.May 00:35,730774.35,723223.01
9.May 00:40,721534.8,713041.65
9.May 00:45,732797.09,724040.29
9.May 00:50,780271.89,771725.68
9.May 00:55,1024998.53,1015813.63
9.May 01:00,791849.6,783893.55
9.May 01:05,865544.16,857349.57
9.May 01:10,849695.97,840025.47
9.May 01:15,692123.95,683037.41
9.May 01:20,716574.03,708797.68
9.May 01:25,714588.69,706618.96
9.May 01:30,716036.08,707930.96
9.May 01:35,656378.85,649428.45
9.May 01:40,657275.81,649658.96
9.May 01:45,660216.21,653290.16
9.May 01:50,697548.99,689674.69
9.May 01:55,733969.95,724985.2
9.May 02:00,638452.88,631697.87
9.May 02:05,774524.59,765613.31
9.May 02:10,734907.97,725836.61
9.May 02:15,766878.19,757826.88
9.May 02:20,750409.87,742331.89
9.May 02:25,918365.6,909168.59
9.May 02:30,675079.63,666850.11
9.May 02:35,647308.13,639336.99
9.May 02:40,637049.12,629976.91
9.May 02:45,641662.67,634539.2
9.May 02:50,646270.29,637838.69
9.May 02:55,628154.51,620038.48
9.May 03:00,710422.45,702560.75
9.May 03:05,2493186.96,2484772.35
9.May 03:10,854502.32,845609.01
9.May 03:15,710764.85,702822.27
9.May 03:20,676462.21,668699.52
9.May 03:25,691134.72,683260.08
9.May 03:30,700945.44,692986.8
9.May 03:35,5862310.75,5854071.73
9.May 03:40,768516.43,760937.23
9.May 03:45,669694.43,662523.95
9.May 03:50,680714.27,673492.08
9.May 03:55,636046.27,628610.51
9.May 04:00,630652.24,622700.51
9.May 04:05,2526967.41,2518277.36
9.May 04:10,884850.32,877552.16
9.May 04:15,637319.41,630933.41
9.May 04:20,642925.79,633994.83
9.May 04:25,858725.92,850475.44
9.May 04:30,602453.2,595914.03
9.May 04:35,2469926.19,2464216.77
9.May 04:40,903869.81,897003.31
9.May 04:45,651837.95,645187.39
9.May 04:50,686117.23,678849.81
9.May 04:55,610587.2,603628.8
9.May 05:00,670590.51,663892.27
9.May 05:05,777015.55,769025.15
9.May 05:10,685937.81,678286.16
9.May 05:15,709060.64,700940.13
9.May 05:20,787956.21,780076.05
9.May 05:25,708119.2,700202.16
9.May 05:30,762226.32,753451.33
9.May 05:35,756631.57,746520.21
9.May 05:40,668270.11,660938.91
9.May 05:45,681427.36,673341.52
9.May 05:50,751106.21,742228.53
9.May 05:55,682747.79,675235.49
9.May 06:00,703194.88,695563.28
9.May 06:05,854783.92,846237.55
9.May 06:10,1235530.59,1225804.69
9.May 06:15,855760.96,846166.56
9.May 06:20,812138.29,802010.21
9.May 06:25,659534.53,651207.12
9.May 06:30,956124.88,947615.63
9.May 06:35,2880321.33,2872212.32
9.May 06:40,743822.88,735786.83
9.May 06:45,723689.44,1105143.73
9.May 06:50,757632.48,752150.16
9.May 06:55,769275.07,760010.35
9.May 07:00,791686.05,782958.48
9.May 07:05,862487.12,853116
9.May 07:10,2004709.49,1994079.73
9.May 07:15,1168324.13,1084208.59
9.May 07:20,990666.32,924598.27
9.May 07:25,1118417.39,1109462.4
9.May 07:30,1173387.81,1163496.51
9.May 07:35,1100439.25,1089935.71
9.May 07:40,2961659.2,2950404.08
9.May 07:45,857775.68,845832.37
9.May 07:50,1003106.99,992724.99
9.May 07:55,1115280.45,1104683.81
9.May 08:00,912475.17,901754.32
9.May 08:05,1553433.39,1542983.81
9.May 08:10,895847.09,886326.45
9.May 08:15,1078527.04,1067064.88
9.May 08:20,1124240.16,1113369.63
9.May 08:25,1314607.95,1301031.12
9.May 08:30,1076020.59,1062602
9.May 08:35,1105460.53,1094476.72
9.May 08:40,976351.87,966002.67
9.May 08:45,966865.09,954242.19
9.May 08:50,1068632.64,1057675.36
9.May 08:55,1398956.51,1389961.89
9.May 09:00,972925.15,962894.96
9.May 09:05,952118.4,942803.15
9.May 09:10,964333.55,956598.77
9.May 09:15,963080.69,952865.6
9.May 09:20,1027168.67,1017417.09
9.May 09:25,2402335.31,2392214.19
9.May 09:30,993439.31,982411.28
9.May 09:35,1122609.04,1110723.36
9.May 09:40,1097271.63,1084668.32
9.May 09:45,871258.56,861287.73
9.May 09:50,1309483.2,1299254.13
9.May 09:55,958639.95,947819.76
9.May 10:00,972786.96,962958.85
9.May 10:05,1100957.55,1089591.25
9.May 10:10,1412700.99,1402073.49
9.May 10:15,1387383.41,1374822.51
9.May 10:20,1090953.68,1078089.55
9.May 10:25,949979.65,938359.95
9.May 10:30,1143828,1132251.33
9.May 10:35,998028.96,987034
9.May 10:40,1439474.21,1429002.51
9.May 10:45,820415.2,811279.15
9.May 10:50,906471.41,895989.23
9.May 10:55,1315355.6,1305052.85
9.May 11:00,1353943.76,1342816.88
9.May 11:05,1576690.59,1562188.61
9.May 11:10,1742913.68,1717408.11
9.May 11:15,2014475.31,1986865.92
9.May 11:20,2694474.83,2681760.51
9.May 11:25,2617745.07,2605465.87
9.May 11:30,5175084.69,5163317.31
9.May 11:35,5395214.61,5382318.56
